货主,入库单号,来源单号,入库单类型,货品编码,计划数量,已收货数,已上架数,货号,商品名称,颜色,规格,创建时间,收货日期,首状态,尾状态,整单完成时间,客退快递单号,备注,仓库
Spyder,780035,EB2602040019480,退货入库,6932472792067,1,1,1,25325EF417MN15,T恤,磁石灰,,2026-02-06 16:42:01,2026-02-09 17:28:04,已完成,已完成,2026-02-09 17:59:20,JDVA41845831269,,合肥仓
Spyder,780036,EB2602040018889,退货入库,6942133511111,1,1,1,25425MF423M001,T恤,黑色,,2026-02-06 16:43:00,2026-02-09 17:24:48,已完成,已完成,2026-02-09 17:25:24,JDVA41845844973,,合肥仓
Spyder,780045,EB2602010041055,退货入库,6941816960277,1,1,1,24424MF227M001,黑色羽绒服,黑色,,2026-02-06 16:54:01,2026-02-09 11:23:40,已完成,已完成,2026-02-09 11:25:07,JDX049006557707,,合肥仓
Spyder,780050,EB2602010035422,退货入库,6942133528348,1,1,1,25425CF217MC17,羽绒服,榆木棕,,2026-02-07 10:42:00,2026-02-08 10:01:54,已完成,已完成,2026-02-08 13:29:47,SF5126404207413,,合肥仓
Spyder,780051,EB2602040019480,退货入库,6941816959349,1,1,1,24324MR225MN22,灰铜绿羽绒服,灰铜绿,,2026-02-06 16:52:00,2026-02-09 17:23:22,已完成,已完成,2026-02-09 17:25:24,JDVA41846203698,,合肥仓
Spyder,780052,EB2602040035096,退货入库,6941816942303,1,1,1,24324MF305M001,黑色卫衣,黑色,,2026-02-07 10:13:00,2026-02-10 09:54:51,已完成,已完成,2026-02-10 10:39:18,JDX049034886330,,合肥仓
Spyder,780054,EB2602040029743,退货入库,6941816947865,1,1,1,24324EF543M001,黑色裤子,黑色,,2026-02-07 10:13:00,2026-02-10 09:53:19,已完成,已完成,2026-02-10 10:39:18,JDX049034184036,,合肥仓
Spyder,780059,EB2601270036144,退货入库,6932472750548,1,1,1,25125ES453M001,黑色T恤,黑色,,2026-02-07 11:05:01,2026-02-09 13:21:31,已完成,已完成,2026-02-09 15:22:26,773405908409285,,合肥仓
Spyder,780060,EB2602040030843,退货入库,6942105355156,1,1,1,23323EF251MXG9,海草绿羽绒服,海草绿,,2026-02-06 17:03:00,2026-02-08 16:50:28,已完成,已完成,2026-02-08 17:40:07,JDVA41846492849,,合肥仓
Spyder,780066,EB2602030025675,退货入库,6932472791831,1,1,1,25325EF401M001,T恤,黑色,,2026-02-07 08:12:01,2026-02-10 16:55:31,已完成,已完成,2026-02-10 17:28:51,312955648870618,,合肥仓
Spyder,780071,EB2602040028859,退货入库,6941816947612,1,1,1,24324EF171MMHG,黑色/绿色夹克,黑色/绿色,,2026-02-07 09:32:01,2026-02-10 10:02:59,已完成,已完成,2026-02-10 10:39:20,1354784278418,,合肥仓
Spyder,780073,EB2602040022920,退货入库,6942133517175,1,1,1,25325CF119M001,夹克,黑色,,2026-02-06 17:19:00,2026-02-07 18:44:50,已完成,已完成,2026-02-07 19:23:11,JDVA41847001395,,合肥仓
Spyder,780076,EB2602030034233,退货入库,6941816947681,1,1,1,24324EF325M001,黑色卫衣,黑色,,2026-02-07 08:45:00,2026-02-10 10:30:44,已完成,已完成,2026-02-10 10:39:24,JDX049009047251,,合肥仓
Spyder,780082,EB2602060032624,退货入库,6942105346062,1,1,1,23423CF521MC06,布朗棕裤子,布朗棕,,2026-02-06 17:33:00,2026-02-07 18:36:20,已完成,已完成,2026-02-07 19:23:09,76794717395714,,合肥仓
Spyder,780086,EB2602040019186,退货入库,6932472701939,1,1,1,24424EF161M335,深棕绿冲锋衣,深棕叶绿;深棕绿,,2026-02-07 11:45:01,2026-02-09 13:46:50,已完成,已完成,2026-02-09 15:22:29,631148430474770,,合肥仓
Spyder,780089,EB2602040019187,退货入库,6941816947810,1,1,1,24324EF509M001,黑色裤子,黑色,,2026-02-07 11:44:00,2026-02-09 13:46:39,已完成,已完成,2026-02-09 15:22:29,631148430474770,,合肥仓
Spyder,780090,EB2602030028949,退货入库,6942133509453,1,1,1,25325MR204WR03,羽绒服,野梅粉,,2026-02-06 17:54:00,2026-02-09 16:32:06,已完成,已完成,2026-02-09 17:25:18,78980921394823,,合肥仓
Spyder,780094,EB2602020020380,退货入库,6932472750562,1,1,1,25125ES453M001,黑色T恤,黑色,,2026-02-07 14:23:00,2026-02-10 16:54:09,已完成,已完成,2026-02-10 17:28:51,312955662740935,,合肥仓
Spyder,780109,EB2601310020131,退货入库,6932472750555,1,1,1,25125ES453M001,黑色T恤,黑色,,2026-02-07 11:05:00,2026-02-09 13:28:38,已完成,已完成,2026-02-09 15:22:27,773405909171918,,合肥仓
Spyder,780110,EB2602040027072,退货入库,6941816922954,1,1,1,24224MS455MN25,燧石灰T恤,燧石灰;烟灰色,,2026-02-07 11:42:01,2026-02-08 16:39:58,已完成,已完成,2026-02-08 17:40:06,435037683208260,,合肥仓
Spyder,780113,EB2602010040901,退货入库,6932472700635,1,1,1,24424CF535MN15,磁石灰裤子,磁石灰,,2026-02-07 20:17:00,2026-02-09 16:43:00,已完成,已完成,2026-02-09 17:25:19,78980935396306,,合肥仓
Spyder,780115,EB2602010040901,退货入库,6942133511227,1,1,1,25425MF527M001,裤子,黑色,,2026-02-07 20:17:00,2026-02-09 16:42:54,已完成,已完成,2026-02-09 17:25:19,78980935396306,,合肥仓
Spyder,780116,780116,其他入库,6942105343931,1,0,0,23423CF211MN20,岩草灰棉服,岩草灰,,2026-02-06 18:16:00,,待收货,待收货,,,,合肥仓
Spyder,780116,780116,其他入库,6932472708655,1,0,0,24424CR423M100,白色T恤,白色,,2026-02-06 18:16:00,,待收货,待收货,,,,合肥仓
Spyder,780116,780116,其他入库,6941816947759,1,0,0,24324EF325ME08,灰杏色卫衣,灰杏色,,2026-02-06 18:16:00,,待收货,待收货,,,,合肥仓
Spyder,780116,780116,其他入库,6941767107257,1,0,0,22422CF309M001,黑色卫衣,黑色,,2026-02-06 18:16:00,,待收货,待收货,,,,合肥仓
Spyder,780130,EB2602020044716,退货入库,6941816947933,1,1,1,24324EF543MN02,深灰色裤子,深灰色;灰色,,2026-02-07 15:37:00,2026-02-08 15:52:34,已完成,已完成,2026-02-08 17:40:00,772056358896912,,合肥仓
Spyder,780141,EB2602030016616,退货入库,6932472701588,1,1,1,24424CF431MW03,鸟羽白T恤,鸟羽白,,2026-02-07 14:20:01,2026-02-10 15:51:51,已完成,已完成,2026-02-10 16:28:26,772056345350080,,合肥仓
Spyder,780142,EB2602030016615,退货入库,6941816997983,1,1,1,24324CF237MG25,冰谷青背心,冰谷青,,2026-02-07 14:20:02,2026-02-10 15:52:02,已完成,已完成,2026-02-10 16:28:26,772056345350080,,合肥仓
Spyder,780143,EB2602030016615,退货入库,6942105307445,1,1,1,23323CF237M001,黑色背心,黑色,,2026-02-07 14:20:03,2026-02-10 15:52:25,已完成,已完成,2026-02-10 16:28:26,772056345350080,,合肥仓
Spyder,780148,EB2602030030488,退货入库,6942105394735,1,1,1,24224CS421M001,黑色T恤,黑色,,2026-02-07 09:09:00,2026-02-10 10:59:11,已完成,已完成,2026-02-10 14:38:42,JT3153060097154,,合肥仓
Spyder,780153,EB2602010044683,退货入库,6941816947933,1,1,1,24324EF543MN02,深灰色裤子,深灰色;灰色,,2026-02-07 09:11:00,2026-02-09 13:30:24,已完成,已完成,2026-02-09 15:22:28,772056347207335,,合肥仓
Spyder,780158,EB2602020038760,退货入库,6941816947735,1,1,1,24324EF325MB01,藏青色卫衣,藏青色1,,2026-02-07 08:57:00,2026-02-10 11:01:18,已完成,已完成,2026-02-10 14:38:43,JT3153057214767,,合肥仓
Spyder,780168,EB2602030034232,退货入库,6932472701632,1,1,1,24424CF460W001,黑色T恤,黑色,,2026-02-07 09:13:00,2026-02-09 13:39:17,已完成,已完成,2026-02-09 15:22:28,772056332290613,,合肥仓
Spyder,780170,EB2602030034232,退货入库,6942105345454,1,1,1,23423CF418W001,黑色T恤,黑色,,2026-02-07 09:12:00,2026-02-09 13:39:10,已完成,已完成,2026-02-09 15:22:28,772056332290613,,合肥仓
Spyder,780177,EB2602020015367,退货入库,6942133511104,1,1,1,25425MF423M001,T恤,黑色,,2026-02-07 15:44:00,2026-02-09 19:39:55,已完成,已完成,2026-02-09 19:54:16,772056379797103,,合肥仓
Spyder,780192,EB2601290025507,退货入库,6941816947827,1,0,0,24324EF509M001,黑色裤子,黑色,,2026-02-07 08:32:00,,待收货,待收货,,1355013909918,,合肥仓
Spyder,780193,EB2601290025506,退货入库,6932472701564,1,0,0,24424CF431MN15,磁石灰T恤,磁石灰,,2026-02-07 08:32:00,,待收货,待收货,,1355013909918,,合肥仓
Spyder,780204,EB2602030031689,退货入库,6941816947933,1,0,0,24324EF543MN02,深灰色裤子,深灰色;灰色,,2026-02-07 10:15:01,,待收货,待收货,,1321534467433,,合肥仓
Spyder,780219,EB2601300046452,退货入库,6932472711792,1,0,0,24424CR117M001,黑色夹克,黑色,,2026-02-07 11:17:00,,待收货,待收货,,JDX049021280376,,合肥仓
Spyder,780224,EB2602040022403,退货入库,6932472701595,1,1,1,24424CF431MW03,鸟羽白T恤,鸟羽白,,2026-02-07 09:59:00,2026-02-09 15:37:50,已完成,已完成,2026-02-09 15:49:16,73595465728316,,合肥仓
Spyder,780226,EB2602040022403,退货入库,6942133549213,1,1,1,26102TO26102KMN96,长袖T恤,宁静灰,,2026-02-07 10:01:00,2026-02-09 15:38:06,已完成,已完成,2026-02-09 15:49:17,73595465728316,,合肥仓
Spyder,780234,EB2602020032389,退货入库,6932472791619,1,1,1,25325EF205MN02,棉服,深灰色;灰色,,2026-02-07 09:37:00,2026-02-09 17:02:36,已完成,已完成,2026-02-09 17:25:22,SF5109414800748,,合肥仓
Spyder,780262,EB2602020008928,换货入库,6942105345461,1,1,1,23423CF418WP09,暮光紫T恤,暮光紫,,2026-02-07 10:22:00,2026-02-09 17:29:22,已完成,已完成,2026-02-09 17:59:20,YT2542096025369,,合肥仓
Spyder,780300,EB2602030044402,退货入库,6942133505301,1,1,1,25325MF107M001,夹克,黑色,,2026-02-07 09:57:01,2026-02-09 13:26:05,已完成,已完成,2026-02-09 15:22:27,SF5126439124749,,合肥仓
Spyder,780306,EB2602020001857,退货入库,6932472750555,1,1,1,25125ES453M001,黑色T恤,黑色,,2026-02-07 08:47:00,2026-02-09 13:52:41,已完成,已完成,2026-02-09 15:22:30,631148360493824,,合肥仓
Spyder,780349,EB2602020020046,退货入库,6942133549770,1,0,0,26102TO26113KW001,短袖T恤,黑色,,2026-02-07 09:27:00,,待收货,待收货,,772056334936687,,合肥仓
Spyder,780366,EB2601290035167,退货入库,6932472791640,1,1,1,25325EF229M001,羽绒服,黑色,,2026-02-07 10:04:00,2026-02-10 11:04:39,已完成,已完成,2026-02-10 14:38:43,JT0021901391661,,合肥仓
Spyder,780371,EB2602050044637,退货入库,6905853618300,1,1,1,21321CF111MN03,尘灰色夹克,尘灰色,,2026-02-06 22:38:00,2026-02-10 17:03:03,已完成,已完成,2026-02-10 17:28:53,78980643160154,,合肥仓
Spyder,780434,EB2602060033921,退货入库,6932472750418,1,1,1,25125ES119MN15,磁石灰夹克,磁石灰,,2026-02-07 00:06:01,2026-02-07 18:58:16,已完成,已完成,2026-02-07 19:23:12,78980889223538,,合肥仓
Spyder,780446,EB2602050025987,退货入库,6932472791732,1,1,1,25325EF247M001,棉服,黑色,,2026-02-07 12:03:01,2026-02-08 15:48:59,已完成,已完成,2026-02-08 17:40:00,73595461528550,,合肥仓
Spyder,780461,EB2601270017816,退货入库,6941816947872,1,1,1,24324EF543M001,黑色裤子,黑色,,2026-02-07 09:15:00,2026-02-10 17:04:40,已完成,已完成,2026-02-10 17:28:53,73595482789076,,合肥仓
Spyder,780485,EB2602030043041,退货入库,6942133525460,1,1,1,25425CF431MN22,T恤,灰铜绿,,2026-02-07 09:07:00,2026-02-09 13:40:50,已完成,已完成,2026-02-09 15:22:29,773405870631770,,合肥仓
Spyder,780492,EB2602010042759,退货入库,6932472706309,1,1,1,24424CF219MG24,黑橄榄羽绒服,G24,,2026-02-08 10:54:00,2026-02-10 09:34:59,已完成,已完成,2026-02-10 10:39:18,SF5126253787416,,合肥仓
Spyder,780521,EB2602030037651,退货入库,6932472792128,1,0,0,25325EF517M001,裤子,黑色,,2026-02-09 13:51:00,,待收货,待收货,,JT3153368078701,,合肥仓
Spyder,780524,EB2602020046796,退货入库,6941816947872,1,1,1,24324EF543M001,黑色裤子,黑色,,2026-02-07 11:03:00,2026-02-09 16:44:54,已完成,已完成,2026-02-09 17:25:19,73595497549263,,合肥仓
Spyder,780528,EB2602020048333,退货入库,6932472712669,1,0,0,888100245916BN1,浅灰蓝/高目灰鞋,浅灰蓝/高目灰,,2026-02-08 11:52:00,,待收货,待收货,,73595516614726,,合肥仓
Spyder,780543,EB2602030048810,退货入库,6932472708129,1,1,1,24424XF251M001,黑色背心,黑色,,2026-02-07 12:17:00,2026-02-09 13:27:08,已完成,已完成,2026-02-09 15:22:27,772056376752152,,合肥仓
Spyder,780553,EB2602040023771,退货入库,6942133517250,1,1,1,25325CF119MO19,夹克,琥珀橙,,2026-02-07 11:33:00,2026-02-09 16:33:21,已完成,已完成,2026-02-09 17:25:18,73595507000417,,合肥仓
Spyder,780603,EB2602020039452,退货入库,6932472751408,1,1,1,25125ES461MB06,灰蓝色POLO衫,灰蓝色,,2026-02-07 13:58:00,2026-02-10 11:03:03,已完成,已完成,2026-02-10 14:38:43,JT3153116213024,,合肥仓
Spyder,780605,EB2602040022402,退货入库,6941816960239,1,1,1,24424MF225MN22,灰铜绿羽绒服,灰铜绿,,2026-02-07 12:06:00,2026-02-09 10:26:22,已完成,已完成,2026-02-09 11:17:58,73595522655997,,合肥仓
Spyder,780611,EB2602040035678,退货入库,6941816947629,1,0,0,24324EF171MMHR,黑色/红色夹克,黑色/红色,,2026-02-07 13:45:00,,待收货,待收货,,JDX049049558840,,合肥仓
Spyder,780616,EB2602050023705,换货入库,6932472791282,1,1,1,25325EF119M001,冲锋衣,黑色,,2026-02-07 18:08:00,2026-02-09 16:19:58,已完成,已完成,2026-02-09 17:25:17,772056368521813,,合肥仓
Spyder,780621,EB2602040021346,退货入库,6941816942808,1,1,1,24324MF405M001,黑色POLO衫,黑色,,2026-02-07 15:57:00,2026-02-10 09:56:54,已完成,已完成,2026-02-10 10:39:19,JDX049049905837,,合肥仓
Spyder,780623,EB2602050034901,退货入库,6905853617990,1,1,1,21421CF906UE01,米色帽子,米白色,,2026-02-07 13:50:00,2026-02-09 13:51:16,已完成,已完成,2026-02-09 15:22:30,772056372483978,,合肥仓
Spyder,780636,EB2602050024462,退货入库,6941816947841,1,1,1,24324EF543M001,黑色裤子,黑色,,2026-02-07 13:43:01,2026-02-09 16:14:26,已完成,已完成,2026-02-09 17:25:16,1355757567718,,合肥仓
Spyder,780646,EB2602040012750,退货入库,6905853838388,1,1,1,22222CS485U100,T恤,白色,,2026-02-07 13:08:00,2026-02-08 16:16:07,已完成,已完成,2026-02-08 17:40:04,76793581860829,,合肥仓
Spyder,780675,EB2602040027952,退货入库,6932472792142,1,1,1,25325EF517M001,裤子,黑色,,2026-02-07 13:43:00,2026-02-10 17:01:26,已完成,已完成,2026-02-10 17:28:52,73595486347591,,合肥仓
Spyder,780680,EB2602040023770,退货入库,6942133543457,1,1,1,26102JO26113WW001,硬壳冲锋衣,黑色,,2026-02-07 20:00:01,2026-02-09 16:48:00,已完成,已完成,2026-02-09 17:25:19,SF5126295959462,,合肥仓
Spyder,780688,EB2602050024644,退货入库,6942133517175,1,0,0,25325CF119M001,夹克,黑色,,2026-02-07 14:14:00,,待收货,待收货,,JDX049055885598,,合肥仓
Spyder,780714,EB2602030044399,退货入库,6941816947759,1,1,1,24324EF325ME08,灰杏色卫衣,灰杏色,,2026-02-07 17:14:00,2026-02-09 16:40:19,已完成,已完成,2026-02-09 17:25:18,73595553093423,,合肥仓
Spyder,780716,EB2602040025013,退货入库,6942133529666,1,0,0,25425CF211MB95,棉服,深空蓝,,2026-02-08 13:41:00,,待收货,待收货,,1322553571333,,合肥仓
Spyder,780721,EB2602040040017,退货入库,6942133511005,1,1,1,25425MF406W001,T恤,黑色,,2026-02-07 14:50:01,2026-02-09 16:34:36,已完成,已完成,2026-02-09 17:25:18,75624552993046,,合肥仓
Spyder,780731,EB2602050004803,退货入库,6942133517991,1,1,1,25325CF131M001,冲锋衣,黑色,,2026-02-07 15:04:00,2026-02-08 17:15:04,已完成,已完成,2026-02-08 17:40:10,JDVA41854524738,,合肥仓
Spyder,780732,EB2602020047575,退货入库,6942133510510,1,1,1,25425MF233MN90,羽绒服,月石灰,,2026-02-07 15:04:01,2026-02-09 10:02:19,已完成,已完成,2026-02-09 11:17:55,JDVA41865934585,,合肥仓
Spyder,780733,EB2601290042142,退货入库,6942133525958,1,1,1,25425CF235M001,羽绒服,黑色,,2026-02-07 15:04:01,2026-02-10 09:54:56,已完成,已完成,2026-02-10 10:39:18,JDVA41852355054,,合肥仓
Spyder,780734,EB2601220044532,退货入库,6942105391147,1,0,0,24124ES481M001,黑色T恤,黑色,,2026-02-07 15:04:00,,待收货,待收货,,JDVA41873429956,,合肥仓
Spyder,780735,EB2602030023153,退货入库,6942105392939,1,1,1,24124MS443MN25,燧石灰T恤,燧石灰;烟灰色,,2026-02-07 15:04:01,2026-02-08 16:55:11,已完成,已完成,2026-02-08 17:40:08,JDVA41850997501,,合肥仓
Spyder,780737,EB2601250024683,退货入库,6942105391420,1,0,0,24124ES485MXG9,海草绿T恤,海草绿,,2026-02-07 15:04:01,,待收货,待收货,,JDVA41873187434,,合肥仓
Spyder,780739,EB2602020047575,退货入库,6942133510503,1,1,1,25425MF233MN90,羽绒服,月石灰,,2026-02-07 15:04:02,2026-02-09 10:02:28,已完成,已完成,2026-02-09 11:17:55,JDVA41865934585,,合肥仓
Spyder,780740,EB2602040021624,退货入库,6942105344198,1,1,1,23423CF215MC06,布朗棕背心,布朗棕,,2026-02-07 15:04:03,2026-02-09 10:20:20,已完成,已完成,2026-02-09 11:17:57,JDVA41850297635,,合肥仓
Spyder,780741,EB2602050004803,退货入库,6932472701892,1,1,1,24424EF161M001,黑色冲锋衣,黑色,,2026-02-07 15:04:02,2026-02-08 17:15:32,已完成,已完成,2026-02-08 17:40:11,JDVA41854524738,,合肥仓
Spyder,780742,EB2602050004803,退货入库,6942105348974,1,1,1,99923EF133M2OK,游牧灰冲锋衣,游牧灰,,2026-02-07 15:04:02,2026-02-08 17:15:25,已完成,已完成,2026-02-08 17:40:10,JDVA41854524738,,合肥仓
Spyder,780749,EB2602010045332,退货入库,6932472706422,1,1,1,24424CF223U001,黑色羽绒服,黑色,,2026-02-07 16:59:01,2026-02-10 09:40:50,已完成,已完成,2026-02-10 10:39:18,JDX049060604884,,合肥仓
Spyder,780753,EB2602010045975,退货入库,6941816959516,1,0,0,24424EF225M001,黑色羽绒服,黑色,,2026-02-07 17:22:00,,待收货,待收货,,73595559465663,,合肥仓
Spyder,780756,EB2602030027688,退货入库,6905853838388,1,0,0,22222CS485U100,T恤,白色,,2026-02-07 17:03:01,,待收货,待收货,,73595560829688,,合肥仓
Spyder,780764,EB2602070025093,退货入库,6942133551537,1,1,1,26102VO26101WM001,梭织背心,黑色,,2026-02-07 15:45:00,2026-02-07 17:55:17,已完成,已完成,2026-02-07 19:23:09,78981087487647,,合肥仓
Spyder,780766,EB2602070022235,退货入库,6941816947827,1,0,0,24324EF509M001,黑色裤子,黑色,,2026-02-07 15:47:00,,待收货,待收货,,78981060162943,,合肥仓
Spyder,780777,EB2601310020130,退货入库,6932472750050,1,1,1,25125ES104W001,黑色夹克,黑色,,2026-02-07 16:04:00,2026-02-09 13:50:08,已完成,已完成,2026-02-09 15:22:30,773405978477934,,合肥仓
Spyder,780778,EB2602030032569,退货入库,6941816947858,1,1,1,24324EF543M001,黑色裤子,黑色,,2026-02-07 17:43:00,2026-02-10 11:08:01,已完成,已完成,2026-02-10 14:38:44,73595568306719,,合肥仓
Spyder,780793,EB2602060034600,退货入库,6942105346673,1,1,1,23423MF223M001,黑色背心,黑色,,2026-02-07 16:52:00,2026-02-08 15:59:54,已完成,已完成,2026-02-08 17:40:01,73595573154430,,合肥仓
Spyder,780794,EB2602060034599,退货入库,6942105346727,1,1,1,23423MF223MB06,灰蓝色背心,灰蓝色,,2026-02-07 16:52:01,2026-02-08 16:00:03,已完成,已完成,2026-02-08 17:40:01,73595573154430,,合肥仓
Spyder,780808,EB2602040025236,换货入库,6932472791633,1,1,1,25325EF229M001,羽绒服,黑色,,2026-02-07 17:42:00,2026-02-10 15:46:50,已完成,已完成,2026-02-10 16:28:25,772056383946488,,合肥仓
Spyder,780814,EB2602040021626,退货入库,6942133549817,1,0,0,26102TO26113KWN26,短袖T恤,烟灰色,,2026-02-08 14:01:00,,待收货,待收货,,YT2582711802126,,合肥仓
Spyder,780841,780841,其他入库,6942105307940,1,0,0,23323CF307MG12,金橄榄卫衣,金橄榄,,2026-02-07 17:35:00,,待收货,待收货,,,,合肥仓
Spyder,780843,EB2602020022791,退货入库,6942133507176,1,1,1,25325MF308WW03,卫衣,鸟羽白,,2026-02-07 17:30:01,2026-02-10 13:25:28,已完成,已完成,2026-02-10 14:38:54,773405999174971,,合肥仓
Spyder,780858,EB2602020022617,退货入库,6941816947995,1,0,0,24324EF545M001,黑色裤子,黑色,,2026-02-09 09:29:00,,待收货,待收货,,SF5109843869791,,合肥仓
Spyder,780859,EB2602040023084,退货入库,6942133517144,1,1,1,25325CF119M001,夹克,黑色,,2026-02-08 11:02:01,2026-02-10 10:20:20,已完成,已完成,2026-02-10 10:39:22,SF5109841211822,,合肥仓
Spyder,780860,EB2602040023088,退货入库,6942133527495,1,1,1,25325CF417M001,T恤,黑色,,2026-02-08 11:02:00,2026-02-10 10:20:01,已完成,已完成,2026-02-10 10:39:22,SF5109841211822,,合肥仓
Spyder,780863,EB2602040029738,退货入库,6942133551537,1,1,1,26102VO26101WM001,梭织背心,黑色,,2026-02-08 10:00:01,2026-02-10 10:58:54,已完成,已完成,2026-02-10 14:38:42,SF5109841988256,,合肥仓
Spyder,780867,EB2601300049121,退货入库,6905853742203,1,0,0,22122CS541MN02,裤子,深灰色;灰色,,2026-02-07 18:04:00,,待收货,待收货,,JDVA41859001365,,合肥仓
Spyder,780870,EB2602030045231,退货入库,6932472792043,1,0,0,25325EF417MN15,T恤,磁石灰,,2026-02-08 11:22:00,,待收货,待收货,,73595588553111,,合肥仓
Spyder,780875,EB2602040048922,退货入库,6941767117959,1,1,1,22422CF213UW84,雪山纹满印滑雪服装,白雪山纹,,2026-02-07 18:07:00,2026-02-09 10:08:12,已完成,已完成,2026-02-09 11:17:56,JDVA41854284320,,合肥仓
Spyder,780884,EB2602050026401,退货入库,6932472752443,1,0,0,25125MR427MN22,灰铜绿T恤,灰铜绿,,2026-02-07 18:18:00,,待收货,待收货,,JDVA41880920415,,合肥仓
Spyder,780905,EB2602010044682,退货入库,6942133528294,1,1,1,25425CF217M001,羽绒服,黑色,,2026-02-07 18:33:00,2026-02-07 19:30:27,已完成,已完成,2026-02-07 20:25:52,73595282408359,,合肥仓
Spyder,780907,EB2602040021491,退货入库,6942133528287,1,1,1,25425CF217M001,羽绒服,黑色,,2026-02-07 18:36:00,2026-02-08 15:07:13,已完成,已完成,2026-02-08 17:39:55,SF5126683466375,,合肥仓
Spyder,780926,EB2602040044849,退货入库,6941816942143,1,1,1,24324MF303M001,黑色卫衣,黑色,,2026-02-07 19:08:00,2026-02-10 17:23:10,已完成,已完成,2026-02-10 17:28:55,JDVA41882135980,,合肥仓
Spyder,780929,EB2602040048915,退货入库,6932472792128,1,1,1,25325EF517M001,裤子,黑色,,2026-02-08 10:03:00,2026-02-10 16:48:13,已完成,已完成,2026-02-10 17:28:50,73595599999120,,合肥仓
Spyder,780930,EB2602050030143,退货入库,6932472791565,1,1,1,25325EF205M001,棉服,黑色,,2026-02-08 12:58:00,2026-02-10 13:19:54,已完成,已完成,2026-02-10 14:38:52,772056417478208,,合肥仓
Spyder,780931,EB2602050030143,退货入库,6932472791558,1,1,1,25325EF205M001,棉服,黑色,,2026-02-08 12:58:00,2026-02-10 13:20:03,已完成,已完成,2026-02-10 14:38:53,772056417478208,,合肥仓
Spyder,780944,EB2602040046903,退货入库,6932472791299,1,0,0,25325EF119M001,冲锋衣,黑色,,2026-02-08 10:47:00,,待收货,待收货,,1322663026033,,合肥仓
Spyder,780950,EB2602050033793,退货入库,6932472750586,1,0,0,25125ES453M41C,湛蓝T恤,湛蓝,,2026-02-08 10:52:00,,待收货,待收货,,JDX049094535791,,合肥仓
Spyder,780953,EB2602030038846,退货入库,6942133525415,1,1,1,25425CF431M001,T恤,黑色,,2026-02-08 09:33:00,2026-02-10 16:51:41,已完成,已完成,2026-02-10 17:28:51,73595602030445,,合肥仓
Spyder,780956,EB2601280045249,退货入库,6942133525408,1,1,1,25425CF431M001,T恤,黑色,,2026-02-08 09:33:00,2026-02-10 16:51:48,已完成,已完成,2026-02-10 17:28:51,73595602030445,,合肥仓
Spyder,780960,EB2602040021035,退货入库,6941816948329,1,0,0,24324MF503M001,黑色裤子,黑色,,2026-02-08 12:02:01,,待收货,待收货,,435039464839695,,合肥仓
Spyder,780964,EB2602040038525,退货入库,6932472751866,1,1,1,25125ES527M001,黑色裤子,黑色,,2026-02-08 09:38:00,2026-02-10 10:25:06,已完成,已完成,2026-02-10 10:39:23,SF5107599308503,,合肥仓
Spyder,780966,EB2602050030368,退货入库,6941816947803,1,0,0,24324EF509M001,黑色裤子,黑色,,2026-02-08 08:20:00,,待收货,待收货,,YT2542158379047,,合肥仓
Spyder,780970,EB2602040028632,退货入库,6941816947858,1,0,0,24324EF543M001,黑色裤子,黑色,,2026-02-08 09:02:00,,待收货,待收货,,YT2542147052096,,合肥仓
Spyder,780974,EB2602040033517,退货入库,6941816942655,1,1,1,24324MF323M0MT,灰绿色卫衣,灰绿,,2026-02-08 09:10:00,2026-02-10 17:14:07,已完成,已完成,2026-02-10 17:28:54,78981307773775,,合肥仓
Spyder,780975,EB2602040033517,退货入库,6941816942501,1,1,1,24324MF311M001,黑色卫衣,黑色,,2026-02-08 09:10:02,2026-02-10 17:15:20,已完成,已完成,2026-02-10 17:28:54,78981307773775,,合肥仓
Spyder,780977,EB2602040033505,退货入库,6941816943652,1,1,1,24324MR304W0MT,灰绿色卫衣,灰绿,,2026-02-08 09:10:01,2026-02-10 17:14:43,已完成,已完成,2026-02-10 17:28:54,78981307773775,,合肥仓
Spyder,780981,EB2602040033244,退货入库,6941767107417,1,1,1,22422CF312WG05,海沫绿卫衣,海沫绿,,2026-02-08 09:10:00,2026-02-10 17:13:51,已完成,已完成,2026-02-10 17:28:54,78981307773775,,合肥仓
Spyder,780982,EB2602040033244,退货入库,6941816999369,1,1,1,24324CF512W001,黑色裤子,黑色,,2026-02-08 09:10:01,2026-02-10 17:14:21,已完成,已完成,2026-02-10 17:28:54,78981307773775,,合肥仓
Spyder,780983,EB2602040033244,退货入库,6941767107448,1,1,1,22422CF312WN02,深灰色卫衣,深灰色;灰色,,2026-02-08 09:10:01,2026-02-10 17:14:31,已完成,已完成,2026-02-10 17:28:54,78981307773775,,合肥仓
Spyder,780985,EB2602030040356,退货入库,6942133551544,1,0,0,26102VO26101WM001,梭织背心,黑色,,2026-02-08 10:02:01,,待收货,待收货,,435039207268142,,合肥仓
Spyder,780993,EB2602040028848,退货入库,6942133549022,1,0,0,26102TE26103KMW03,短袖T恤,鸟羽白,,2026-02-08 11:28:00,,待收货,待收货,,YT2542147052096,,合肥仓
Spyder,780998,EB2602040033504,退货入库,6942133548988,1,0,0,26102TE26103KMN09,短袖T恤,科技灰,,2026-02-07 20:25:00,,待收货,待收货,,JDVA41883568600,,合肥仓
